,FirstName,LastName,Gender,EmailAddress,revenue
460,ALEXA,BROOKS,F,alexa1@adventure-works.com,9.98
290,AIMEE,MA,F,aimee11@adventure-works.com,9.98
4197,CORY,PRASAD,M,cory7@adventure-works.com,9.98
4702,DAVID,BRYANT,M,david51@adventure-works.com,9.98
8393,JASON,HILL,M,jason42@adventure-works.com,9.98
194,ADAM,WRIGHT,M,adam50@adventure-works.com,9.98
11089,LACEY,SHE,F,lacey36@adventure-works.com,9.98
8392,JASON,HAYES,M,jason20@adventure-works.com,9.98
2492,BRIANNA,BELL,F,brianna31@adventure-works.com,9.98
9519,JOSE,COLEMAN,M,jose29@adventure-works.com,9.98
2481,BRIANA,MUNOZ,F,briana7@adventure-works.com,9.98
11128,LANNA,SLAVEN,F,lanna0@adventure-works.com,9.98
4761,DAWN,GOEL,F,dawn43@adventure-works.com,9.98
12520,MARY,TURNER,F,mary18@adventure-works.com,9.98
7431,IAN,HAYES,M,ian63@adventure-works.com,9.98
14695,REBEKAH,JOHNSEN,F,rebekah25@adventure-works.com,9.98
8796,JERRY,NARA,M,jerry18@adventure-works.com,9.98
10941,KRISTOPHER,VANCE,M,kristopher4@adventure-works.com,9.98
12952,MEREDITH,NAVARRO,F,meredith33@adventure-works.com,9.98
16453,SUZANNE,LIN,F,suzanne9@adventure-works.com,9.98
1415,ANNA,PATTERSON,F,anna35@adventure-works.com,9.98
4050,COLIN,RAJI,M,colin44@adventure-works.com,9.98
16841,TERRENCE,NATH,M,terrence19@adventure-works.com,9.98
17778,WYATT,CARTER,M,wyatt39@adventure-works.com,9.98
8168,JAMIE,CARLSON,M,jamie40@adventure-works.com,9.98
2885,CAMERON,LONG,M,cameron4@adventure-works.com,9.98
7045,HAILEY,BAILEY,F,hailey7@adventure-works.com,9.98
12522,MARY,YOUNG,F,mary37@adventure-works.com,9.98
15958,SHANNON,MARTIN,M,shannon22@adventure-works.com,9.98
6101,ERNEST,YE,M,ernest9@adventure-works.com,9.98
5824,EMILY,POWELL,F,emily33@adventure-works.com,9.98
12760,MEGAN,WOOD,F,megan52@adventure-works.com,9.98
16821,TERRANCE,PEREZ,M,terrance19@adventure-works.com,9.98
14064,OMAR,SUN,M,omar12@adventure-works.com,9.98
8415,JASON,WASHINGTON,M,jason10@adventure-works.com,9.98
14078,ORLANDO,ALONSO,M,orlando8@adventure-works.com,9.98
8214,JAN,LOPEZ,F,jan17@adventure-works.com,9.98
6918,GLORIA,RUBIO,F,gloria21@adventure-works.com,9.98
1470,ANTHONY,JOHNSON,M,anthony10@adventure-works.com,9.98
12502,MARY,HALL,F,mary35@adventure-works.com,9.98
2494,BRIANNA,BRYANT,F,brianna63@adventure-works.com,9.98
14560,RAMON,ZENG,M,ramon20@adventure-works.com,9.98
12197,MARGARET,ZENG,F,margaret27@adventure-works.com,9.98
6214,EVAN,RAMIREZ,M,evan7@adventure-works.com,9.98
10305,KATHERINE,WALKER,F,katherine94@adventure-works.com,9.98
4504,DAMIEN,RAJE,M,damien30@adventure-works.com,9.98
6944,GRACE,HALL,F,grace23@adventure-works.com,9.98
4329,CYNTHIA,SURI,F,cynthia4@adventure-works.com,9.98
4477,DALTON,WILLIAMS,M,dalton2@adventure-works.com,9.98
4476,DALTON,WHITE,M,dalton12@adventure-works.com,9.98
14481,RACHEL,SANCHEZ,F,rachel28@adventure-works.com,9.98
6602,GABRIELLE,CANNATA,F,gabrielle50@adventure-works.com,9.98
8314,JASMINE,ANDERSON,F,jasmine8@adventure-works.com,9.98
8917,JESSICA,THOMPSON,F,jessica63@adventure-works.com,9.98
9967,KAITLYN,GREEN,F,kaitlyn12@adventure-works.com,9.98
4426,DALTON,JACKSON,M,dalton11@adventure-works.com,9.98
16639,TAMMY,FERNANDEZ,F,tammy16@adventure-works.com,9.98
228,ADRIANA,PEREZ,F,adriana22@adventure-works.com,9.98
16637,TAMMY,ARTHUR,F,tammy7@adventure-works.com,9.98
9156,JOE,RUBIO,M,joe44@adventure-works.com,9.98
4355,DAKOTA,DIAZ,M,dakota18@adventure-works.com,9.98
4421,DALTON,HENDERSON,M,dalton50@adventure-works.com,9.98
15551,SAMUEL,ROBERTS,M,samuel34@adventure-works.com,9.98
14406,RACHAEL,ARUN,F,rachael6@adventure-works.com,9.98
8336,JASMINE,HUGHES,F,jasmine50@adventure-works.com,9.98
11025,KYLE,GREEN,M,kyle42@adventure-works.com,9.98
10525,KELLI,JAI,F,kelli34@adventure-works.com,9.98
1701,ARTURO,ZHU,M,arturo15@adventure-works.com,9.98
6212,EVAN,PETERSON,M,evan5@adventure-works.com,9.98
11001,KURT,RAJI,M,kurt20@adventure-works.com,9.98
1586,ARIANNA,SANDERS,F,arianna24@adventure-works.com,9.98
8372,JASON,ADAMS,M,jason44@adventure-works.com,9.98
6614,GABRIELLE,GRAY,F,gabrielle15@adventure-works.com,9.98
8255,JANET,STEWART,F,janet31@adventure-works.com,9.98
7640,ISABELLA,WHITE,F,isabella68@adventure-works.com,9.98
12241,MARIA,PEREZ,F,maria55@adventure-works.com,9.98
8271,JARED,GRAY,M,jared9@adventure-works.com,9.98
2527,BRIANNA,PERRY,F,brianna53@adventure-works.com,9.98
15567,SAMUEL,WILLIAMS,M,samuel60@adventure-works.com,9.98
16718,TASHA,SHE,F,tasha0@adventure-works.com,9.98
1829,AUSTIN,POWELL,M,austin4@adventure-works.com,9.98
14246,PAULA,RAMOS,F,paula19@adventure-works.com,9.98
15566,SAMUEL,WASHINGTON,M,samuel12@adventure-works.com,9.98
7759,JACK,LONG,M,jack10@adventure-works.com,9.98
4576,DANIELLE,KELLY,F,danielle5@adventure-works.com,9.98
16702,TASHA,ASHE,F,tasha22@adventure-works.com,9.98
12189,MARGARET,RUSSELL,F,margaret5@adventure-works.com,9.98
4294,CURTIS,LIANG,M,curtis13@adventure-works.com,9.98
14274,PEDRO,NAVARRO,M,pedro30@adventure-works.com,9.98
4302,CURTIS,XU,M,curtis10@adventure-works.com,9.98
4564,DANIEL,WALKER,M,daniel14@adventure-works.com,9.98
12872,MELISSA,PETERSON,F,melissa27@adventure-works.com,9.98
4552,DANIEL,JONES,M,daniel20@adventure-works.com,9.98
9779,JULIA,YOUNG,F,julia21@adventure-works.com,9.98
205,ADRIAN,JAMES,M,adrian1@adventure-works.com,9.98
6206,EVAN,MITCHELL,M,evan36@adventure-works.com,9.98
14289,PEDRO,SUBRAM,M,pedro13@adventure-works.com,9.98
1398,ANNA,HENDERSON,F,anna29@adventure-works.com,9.98
2680,BRUCE,SRINI,M,bruce7@adventure-works.com,9.98
6882,GLENN,HU,M,glenn21@adventure-works.com,9.98
13804,NICOLE,ANDERSON,F,nicole10@adventure-works.com,9.98
8734,JEREMY,RIVERA,M,jeremy37@adventure-works.com,9.98
15637,SARA,SCOTT,F,sara40@adventure-works.com,9.98
5103,DEVIN,RIVERA,M,devin75@adventure-works.com,9.98
16908,THERESA,ROMERO,F,theresa6@adventure-works.com,9.98
679,ALEXIS,PRICE,F,alexis22@adventure-works.com,9.98
3017,CARLOS,BROOKS,M,carlos3@adventure-works.com,9.98
13841,NICOLE,MOORE,F,nicole8@adventure-works.com,9.98
9456,JORDAN,WEST,M,jordan20@adventure-works.com,9.98
14735,REGINA,RAMAN,F,regina11@adventure-works.com,9.98
9255,JON,ANDERSEN,M,jon9@adventure-works.com,9.98
16398,SUMMER,ARUN,F,summer5@adventure-works.com,9.98
15964,SHANNON,SANZ,M,shannon40@adventure-works.com,9.98
3863,CLARENCE,PAL,M,clarence27@adventure-works.com,9.98
6661,GAIL,RUSSELL,F,gail6@adventure-works.com,9.98
8444,JAY,GOMEZ,M,jay30@adventure-works.com,9.98
7060,HAILEY,EDWARDS,F,hailey44@adventure-works.com,9.98
9259,JON,CHAVEZ,M,jon11@adventure-works.com,9.98
2843,CALVIN,JAI,M,calvin11@adventure-works.com,9.98
17525,VINCENT,LIANG,M,vincent16@adventure-works.com,9.98
10231,KATHERINE,BENNETT,F,katherine26@adventure-works.com,9.98
16961,THOMAS,MILLER,M,thomas66@adventure-works.com,9.98
10917,KRISTINE,RUIZ,F,kristine3@adventure-works.com,9.98
5144,DEVON,TANG,M,devon3@adventure-works.com,9.98
3930,CLAYTON,SUN,M,clayton12@adventure-works.com,9.98
2617,BRITTNEY,ZHENG,F,brittney18@adventure-works.com,9.98
11705,LUCAS,THOMPSON,M,lucas29@adventure-works.com,9.98
16371,STEVEN,BAILEY,M,steven25@adventure-works.com,9.98
1971,BENJAMIN,BRYANT,M,benjamin19@adventure-works.com,9.98
7554,ISABEL,WOOD,F,isabel2@adventure-works.com,9.98
1997,BENJAMIN,MARTINEZ,M,benjamin54@adventure-works.com,9.98
8468,JAY,SAI,M,jay12@adventure-works.com,9.98
16397,STUART,RAILSON,M,stuart3@adventure-works.com,9.98
9545,JOSE,LEWIS,M,jose63@adventure-works.com,9.98
13972,OLIVIA,BAILEY,F,olivia32@adventure-works.com,9.98
6354,FERNANDO,PRICE,M,fernando44@adventure-works.com,9.98
6084,ERIN,WATSON,F,erin4@adventure-works.com,9.98
2864,CAMERON,CLARK,M,cameron37@adventure-works.com,9.98
16392,STEVEN,SELIKOFF,F,steven3@adventure-works.com,9.98
14788,RICARDO,CHANDE,M,ricardo15@adventure-works.com,9.98
8120,JAMES,JOHNSON,M,james76@adventure-works.com,9.98
17156,TONY,RAJI,M,tony23@adventure-works.com,9.57
12259,MARIA,WRIGHT,F,maria61@adventure-works.com,9.57
7206,HANNAH,WILLIAMS,F,hannah3@adventure-works.com,9.57
880,ALVIN,HE,M,alvin17@adventure-works.com,9.57
5764,ELIZABETH,HAYES,F,elizabeth51@adventure-works.com,9.57
12710,MEGAN,GARCIA,F,megan19@adventure-works.com,9.57
9131,JOE,CHANDRA,M,joe6@adventure-works.com,9.57
4466,DALTON,STONE,M,dalton0@adventure-works.com,9.57
7777,JACK,WASHINGTON,M,jack13@adventure-works.com,9.57
17916,XAVIER,WALKER,M,xavier20@adventure-works.com,9.57
2015,BENJAMIN,WANG,M,benjamin26@adventure-works.com,9.57
11647,LUCAS,DIAZ,M,lucas69@adventure-works.com,9.57
15402,RYAN,HARRIS,M,ryan36@adventure-works.com,9.57
9495,JORGE,LU,M,jorge13@adventure-works.com,9.57
14700,REBEKAH,MARTIN,F,rebekah20@adventure-works.com,9.57
16557,TABITHA,ALONSO,F,tabitha28@adventure-works.com,9.57
3191,CARRIE,GOMEZ,F,carrie0@adventure-works.com,9.57
17632,WAYNE,LUO,M,wayne7@adventure-works.com,9.57
1590,ARIANNA,WASHINGTON,F,arianna11@adventure-works.com,9.57
17515,VICTORIA,WHITE,F,victoria14@adventure-works.com,9.57
15907,SETH,TORRES,M,seth78@adventure-works.com,9.57
8010,JADE,SANCHEZ,F,jade19@adventure-works.com,9.57
14566,RANDALL,ALONSO,M,randall9@adventure-works.com,9.57
14797,RICARDO,PAL,M,ricardo12@adventure-works.com,9.57
8567,JENNIFER,LEE,F,jennifer49@adventure-works.com,9.57
2269,BRANDI,CARLSON,F,brandi17@adventure-works.com,9.57
13662,NATHAN,SMITH,M,nathan54@adventure-works.com,9.57
12978,MICAH,HUANG,M,micah16@adventure-works.com,9.57
337,ALBERT,RAMOS,M,albert17@adventure-works.com,9.57
6993,GRANT,CHANDER,M,grant17@adventure-works.com,8.6442
12454,MARTIN,MALHOTRA,M,martin10@adventure-works.com,8.6442
14233,PAULA,BLANCO,F,paula18@adventure-works.com,8.6442
9021,JIMMY,CARLSON,M,jimmy22@adventure-works.com,8.6442
9370,JONATHAN,ZHANG,M,jonathan23@adventure-works.com,8.6442
6534,GABRIEL,ROBERTS,M,gabriel34@adventure-works.com,8.6442
7898,JACQUELINE,BAILEY,F,jacqueline40@adventure-works.com,8.6442
10075,KARI,ALAN,F,kari28@adventure-works.com,8.57
4006,COLE,COX,M,cole12@adventure-works.com,8.57
17179,TONYA,SHARMA,F,tonya9@adventure-works.com,8.57
10107,KARI,SERRANO,F,kari37@adventure-works.com,8.57
6532,GABRIEL,PERRY,M,gabriel4@adventure-works.com,8.57
12476,MARVIN,GILL,M,marvin14@adventure-works.com,8.57
3207,CARSON,BRYANT,M,carson17@adventure-works.com,8.57
11824,LYDIA,LOPEZ,F,lydia15@adventure-works.com,7.98
1647,ARTHUR,SANCHEZ,M,arthur21@adventure-works.com,7.98
3162,CAROLYN,MARTINEZ,F,carolyn17@adventure-works.com,7.98
10798,KRISTA,SANZ,F,krista19@adventure-works.com,7.98
9756,JULIA,RICHARDSON,F,julia54@adventure-works.com,7.98
2666,BRUCE,PATEL,M,bruce3@adventure-works.com,7.98
4698,DAVE,NATSUHARA,M,dave2@adventure-works.com,7.98
17207,TREVOR,COLEMAN,M,trevor5@adventure-works.com,7.98
8172,JAMIE,GUTIERREZ,M,jamie33@adventure-works.com,7.98
2294,BRANDON,COLEMAN,M,brandon3@adventure-works.com,7.98
4852,DEBORAH,ANAND,F,deborah22@adventure-works.com,7.98
14915,RICKY,RUBIO,M,ricky22@adventure-works.com,7.98
13708,NEIL,MARTIN,M,neil1@adventure-works.com,7.98
10832,KRISTI,GOMEZ,F,kristi41@adventure-works.com,7.98
13034,MICHELE,ASHE,F,michele23@adventure-works.com,7.98
11856,MACKENZIE,HALL,F,mackenzie43@adventure-works.com,7.98
9968,KAITLYN,GRIFFIN,F,kaitlyn88@adventure-works.com,7.98
8037,JAIME,KUMAR,M,jaime31@adventure-works.com,7.98
5925,EMMANUEL,SUBRAM,M,emmanuel12@adventure-works.com,7.98
17297,TROY,KOVAR,M,troy4@adventure-works.com,7.98
10942,KRISTY,ALONSO,F,kristy8@adventure-works.com,7.98
17267,TRISHA,ZHAO,F,trisha5@adventure-works.com,7.98
4389,DALE,YUAN,M,dale6@adventure-works.com,7.98
802,ALISON,XIE,F,alison2@adventure-works.com,7.98
9088,JOCELYN,GRIFFIN,F,jocelyn20@adventure-works.com,7.98
4251,CRISTINA,GOEL,F,cristina16@adventure-works.com,7.98
15929,SHANE,MEHTA,M,shane17@adventure-works.com,7.98
7326,HOLLY,RAMAN,F,holly11@adventure-works.com,7.98
10495,KEITH,GOLDBERG,M,keith23@adventure-works.com,7.98
13770,NICHOLE,LAL,F,nichole8@adventure-works.com,7.98
16717,TASHA,SHARMA,F,tasha10@adventure-works.com,7.98
17171,TONYA,LAL,F,tonya8@adventure-works.com,7.98
12746,MEGAN,SHERMAN,M,megan2@adventure-works.com,7.98
7736,JACK,CAMPBELL,M,jack42@adventure-works.com,7.98
13018,MICHEAL,CARLSON,M,micheal14@adventure-works.com,7.98
5878,EMMA,MORRIS,F,emma26@adventure-works.com,7.98
6091,ERNEST,LI,M,ernest3@adventure-works.com,7.98
1859,AUTUMN,WU,F,autumn6@adventure-works.com,7.98
7574,ISABELLA,COX,F,isabella0@adventure-works.com,7.98
14254,PEDRO,ARUN,M,pedro7@adventure-works.com,7.98
3010,CARLA,SURI,F,carla3@adventure-works.com,7.98
4741,DAVID,SHEPARD,F,david23@adventure-works.com,7.98
15675,SARAH,PRICE,F,sarah25@adventure-works.com,7.98
7114,HALEY,BUTLER,F,haley33@adventure-works.com,7.95
842,ALLISON,JAMES,F,allison6@adventure-works.com,7.95
2447,BRIAN,BELL,M,brian25@adventure-works.com,7.95
7891,JACOB,TAYLOR,M,jacob8@adventure-works.com,7.28
5011,DESTINY,MILLER,F,destiny6@adventure-works.com,7.28
15545,SAMUEL,PARKER,M,samuel30@adventure-works.com,7.28
16918,THOMAS,ANDERSON,M,thomas71@adventure-works.com,6.87
5424,EBONY,GILL,F,ebony35@adventure-works.com,6.87
418,ALEX,COLLINS,M,alex29@adventure-works.com,6.87
13554,NATALIE,RIVERA,F,natalie10@adventure-works.com,6.87
4618,DARRELL,BECK,M,darrell8@adventure-works.com,6.28
17307,TROY,RANA,M,troy12@adventure-works.com,6.28
1421,ANNA,RICHARDSON,F,anna14@adventure-works.com,4.99
403,ALEJANDRO,YUAN,M,alejandro33@adventure-works.com,4.99
16088,SHEILA,GUTIERREZ,F,sheila11@adventure-works.com,4.99
16255,STANLEY,PEREZ,M,stanley23@adventure-works.com,4.99
1790,AUDREY,ROMERO,F,audrey10@adventure-works.com,4.99
3543,CHELSEA,PATEL,F,chelsea3@adventure-works.com,4.99
7685,ISAIAH,JAMES,M,isaiah7@adventure-works.com,4.99
10425,KAYLA,MILLER,F,kayla6@adventure-works.com,4.99
650,ALEXIS,BARNES,F,alexis25@adventure-works.com,4.99
8727,JEREMY,PETERSON,M,jeremy35@adventure-works.com,4.99
4455,DALTON,ROBERTS,M,dalton38@adventure-works.com,4.99
16753,TAYLOR,JOHNSON,F,taylor48@adventure-works.com,4.99
7782,JACKSON,ADAMS,M,jackson47@adventure-works.com,4.99
9046,JOAN,COOK,F,joan2@adventure-works.com,4.99
7948,JACQUELYN,GILL,F,jacquelyn14@adventure-works.com,4.99
250,ADRIENNE,ORTEGA,F,adrienne17@adventure-works.com,4.99
2710,BRYANT,LOPEZ,M,bryant16@adventure-works.com,4.99
16978,THOMAS,SIMMONS,M,thomas17@adventure-works.com,4.99
770,ALISHA,XIE,F,alisha27@adventure-works.com,4.99
10035,KARA,NARA,F,kara14@adventure-works.com,4.99
8034,JAIME,JAI,M,jaime33@adventure-works.com,4.99
6940,GRACE,FLORES,F,grace60@adventure-works.com,4.99
3929,CLAYTON,STONE,M,clayton22@adventure-works.com,4.99
7471,IAN,SANDERS,M,ian68@adventure-works.com,4.99
4565,DANIEL,WEISMAN,M,daniel4@adventure-works.com,4.99
15175,RONALD,SRINI,M,ronald10@adventure-works.com,4.99
15698,SAVANNAH,COLLINS,F,savannah23@adventure-works.com,4.99
3302,CASSIDY,FLORES,F,cassidy13@adventure-works.com,4.99
6908,GLORIA,GILL,F,gloria14@adventure-works.com,4.99
15474,SAMANTHA,HARRIS,F,samantha15@adventure-works.com,4.99
3956,CLIFFORD,RODRIGUEZ,M,clifford18@adventure-works.com,4.99
8615,JENNY,CHANDE,F,jenny37@adventure-works.com,4.99
12998,MICHAEL,HARRIS,M,michael45@adventure-works.com,4.99
9438,JORDAN,PEREZ,F,jordan40@adventure-works.com,4.99
9336,JONATHAN,LEWIS,M,jonathan75@adventure-works.com,4.99
11108,LANCE,CARLSON,M,lance18@adventure-works.com,4.99
13223,MIRANDA,HUGHES,F,miranda11@adventure-works.com,4.99
13036,MICHELE,BLANCO,F,michele49@adventure-works.com,4.99
11440,LINDSAY,NARA,F,lindsay17@adventure-works.com,4.99
6335,FERNANDO,HILL,M,fernando28@adventure-works.com,4.99
12730,MEGAN,MORGAN,F,megan33@adventure-works.com,4.99
13815,NICOLE,COOK,F,nicole30@adventure-works.com,4.99
6848,GILBERT,YANG,M,gilbert4@adventure-works.com,4.99
3461,CHARLES,HALL,M,charles28@adventure-works.com,4.99
17617,WARREN,YUAN,M,warren15@adventure-works.com,4.58
1747,ASHLEY,JONES,F,ashley3@adventure-works.com,4.58
7373,HUNTER,MILLER,M,hunter65@adventure-works.com,4.58
4403,DALTON,CLARK,M,dalton18@adventure-works.com,4.58
12809,MELANIE,PETERSON,F,melanie30@adventure-works.com,4.58
13976,OLIVIA,BROWN,F,olivia4@adventure-works.com,4.58
114,ABIGAIL,MORRIS,F,abigail4@adventure-works.com,4.58
5405,DYLAN,TAYLOR,M,dylan36@adventure-works.com,4.58
77,ABIGAIL,BENNETT,F,abigail26@adventure-works.com,4.58
12135,MARCUS,MORGAN,M,marcus89@adventure-works.com,4.58
13498,NATALIE,BRYANT,F,natalie40@adventure-works.com,4.58
2924,CANDACE,SRINI,F,candace8@adventure-works.com,4.58
15234,ROSS,MADAN,M,ross7@adventure-works.com,3.99
17919,XAVIER,WHITE,M,xavier10@adventure-works.com,3.99
11157,LATASHA,DIAZ,F,latasha3@adventure-works.com,3.99
13082,MICHELE,SHE,F,michele0@adventure-works.com,3.99
12728,MEGAN,MILLER,F,megan9@adventure-works.com,3.99
12934,MEREDITH,CARLSON,F,meredith42@adventure-works.com,3.99
9939,KAITLYN,ALLEN,F,kaitlyn22@adventure-works.com,3.99
17391,VANESSA,GRIFFIN,F,vanessa21@adventure-works.com,3.99
1338,ANGELICA,FLORES,F,angelica12@adventure-works.com,3.99
4671,DARREN,SUAREZ,M,darren42@adventure-works.com,3.99
2228,BRAD,KUMAR,M,brad7@adventure-works.com,2.29
17942,YOLANDA,SHE,F,yolanda0@adventure-works.com,2.29
836,ALLISON,EVANS,F,allison21@adventure-works.com,2.29
3996,CODY,SANDERS,M,cody3@adventure-works.com,2.29
10046,KAREN,GAO,F,karen25@adventure-works.com,0.0
7311,HENRY,STONE,M,henry9@adventure-works.com,0.0
9502,JORGE,YANG,M,jorge6@adventure-works.com,0.0
7452,IAN,MURPHY,M,ian82@adventure-works.com,0.0
17472,VICTORIA,HENDERSON,F,victoria52@adventure-works.com,0.0
10020,KAITLYN,WHITE,F,kaitlyn35@adventure-works.com,0.0
7381,HUNTER,POWELL,M,hunter5@adventure-works.com,0.0
75,ABIGAIL,BARNES,F,abigail71@adventure-works.com,0.0
572,ALEXANDRA,STEWART,F,alexandra1@adventure-works.com,0.0
17742,WILLIE,LIN,M,willie6@adventure-works.com,0.0
412,ALEX,BAILEY,M,alex20@adventure-works.com,0.0
9597,JOSEPH,THOMAS,M,joseph17@adventure-works.com,0.0
7357,HUNTER,HERNANDEZ,M,hunter44@adventure-works.com,0.0
11813,LUKE,WANG,M,luke14@adventure-works.com,0.0
9607,JOSHUA,GARCIA,M,joshua18@adventure-works.com,0.0
11895,MADELINE,HERNANDEZ,F,madeline16@adventure-works.com,0.0
511,ALEXANDRA,CARTER,F,alexandra52@adventure-works.com,0.0
17870,XAVIER,HARRIS,M,xavier11@adventure-works.com,0.0
328,ALBERT,CASTRO,M,albert18@adventure-works.com,0.0
17470,VICTORIA,GRIFFIN,F,victoria67@adventure-works.com,0.0
9632,JOSÉ,JACKSON,M,josé73@adventure-works.com,0.0
10078,KARI,CARLSON,F,kari39@adventure-works.com,0.0
653,ALEXIS,BRYANT,F,alexis41@adventure-works.com,0.0
9475,JORDYN,PATTERSON,F,jordyn10@adventure-works.com,0.0
96,ABIGAIL,HARRIS,F,abigail54@adventure-works.com,0.0
11920,MADISON,GONZALES,F,madison29@adventure-works.com,0.0
11850,MACKENZIE,COX,F,mackenzie9@adventure-works.com,0.0
17822,WYATT,RUSSELL,M,wyatt69@adventure-works.com,0.0
17501,VICTORIA,SANCHEZ,F,victoria25@adventure-works.com,0.0
763,ALISHA,RAJI,F,alisha46@adventure-works.com,0.0
584,ALEXANDRA,WOOD,F,alexandra25@adventure-works.com,0.0
17883,XAVIER,LEE,M,xavier19@adventure-works.com,0.0
17503,VICTORIA,SIMMONS,F,victoria62@adventure-works.com,0.0
18013,ZOE,ROGERS,F,zoe18@adventure-works.com,0.0
640,ALEXIA,HUGHES,F,alexia9@adventure-works.com,0.0
7253,HECTOR,CARLSON,M,hector16@adventure-works.com,0.0
93,ABIGAIL,GONZALES,F,abigail42@adventure-works.com,0.0
17781,WYATT,COLLINS,M,wyatt48@adventure-works.com,0.0
592,ALEXANDRIA,BROOKS,F,alexandria25@adventure-works.com,0.0
17725,WILLIAM,WILLIAMS,M,william18@adventure-works.com,0.0
231,ADRIANA,RANA,F,adriana12@adventure-works.com,0.0
17399,VANESSA,POWELL,F,vanessa9@adventure-works.com,0.0
17715,WILLIAM,MILLER,M,william22@adventure-works.com,0.0
500,ALEXANDRA,ALEXANDER,F,alexandra40@adventure-works.com,0.0
11893,MADELINE,GREEN,F,madeline14@adventure-works.com,0.0
22,AARON,HENDERSON,M,aaron4@adventure-works.com,0.0
17534,VINCENT,ZHANG,M,vincent1@adventure-works.com,0.0
11931,MADISON,LEWIS,F,madison21@adventure-works.com,0.0
9576,JOSE,YOUNG,M,jose53@adventure-works.com,0.0
17699,WHITNEY,RODRIGUEZ,F,whitney18@adventure-works.com,0.0
17535,VINCENT,ZHAO,M,vincent10@adventure-works.com,0.0
9579,JOSEPH,BROWN,M,joseph10@adventure-works.com,0.0
7372,HUNTER,MCDONALD,M,hunter6@adventure-works.com,0.0
17745,WILLIE,LUO,M,willie25@adventure-works.com,0.0
9961,KAITLYN,FLORES,F,kaitlyn79@adventure-works.com,0.0
139,ABIGAIL,TORRES,F,abigail18@adventure-works.com,0.0
17616,WARREN,YE,M,warren25@adventure-works.com,0.0
17771,WYATT,BAKER,M,wyatt36@adventure-works.com,0.0
17966,ZACHARY,JAI,M,zachary1@adventure-works.com,0.0
642,ALEXIA,POWELL,F,alexia8@adventure-works.com,0.0
526,ALEXANDRA,GRIFFIN,F,alexandra42@adventure-works.com,0.0
667,ALEXIS,JENKINS,F,alexis29@adventure-works.com,0.0
597,ALEXANDRIA,COX,F,alexandria32@adventure-works.com,0.0
17901,XAVIER,ROBINSON,M,xavier16@adventure-works.com,0.0
9920,KAITLIN,LOPEZ,F,kaitlin15@adventure-works.com,0.0
17846,XAVIER,BROWN,M,xavier4@adventure-works.com,0.0
350,ALBERTO,GOMEZ,M,alberto2@adventure-works.com,0.0
9515,JOSE,BRYANT,M,jose12@adventure-works.com,0.0
464,ALEXA,HOWARD,F,alexa9@adventure-works.com,0.0
11916,MADISON,DAVIS,F,madison5@adventure-works.com,0.0
7254,HECTOR,DIAZ,M,hector1@adventure-works.com,0.0
593,ALEXANDRIA,BRYANT,F,alexandria18@adventure-works.com,0.0
11793,LUKE,KING,M,luke49@adventure-works.com,0.0
17954,ZACHARY,COLEMAN,M,zachary4@adventure-works.com,0.0
7334,HUNTER,ALLEN,M,hunter57@adventure-works.com,0.0
9617,JOSHUA,ROBINSON,M,joshua20@adventure-works.com,0.0
438,ALEX,NELSON,M,alex38@adventure-works.com,0.0
7274,HEIDI,GARCIA,F,heidi17@adventure-works.com,0.0
10096,KARI,PEREZ,F,kari21@adventure-works.com,0.0
11964,MAKAYLA,REED,F,makayla16@adventure-works.com,0.0
118,ABIGAIL,PERRY,F,abigail75@adventure-works.com,0.0
17866,XAVIER,GRAY,M,xavier72@adventure-works.com,0.0
17865,XAVIER,GONZALEZ,M,xavier31@adventure-works.com,0.0
17926,YOLANDA,ANDERSEN,F,yolanda12@adventure-works.com,0.0
17609,WARREN,TANG,M,warren0@adventure-works.com,0.0
17958,ZACHARY,FOSTER,M,zachary15@adventure-works.com,0.0
17769,WYATT,ALLEN,M,wyatt26@adventure-works.com,0.0
11942,MADISON,RUSSELL,F,madison32@adventure-works.com,0.0
600,ALEXANDRIA,FOSTER,F,alexandria16@adventure-works.com,0.0
567,ALEXANDRA,RUSSELL,F,alexandra41@adventure-works.com,0.0
269,AIDAN,HENDERSON,M,aidan5@adventure-works.com,0.0
13207,MINDY,XIE,F,mindy7@adventure-works.com,0.0
7220,HAROLD,PEREZ,M,harold18@adventure-works.com,0.0
4335,DAISY,BLANCO,F,daisy10@adventure-works.com,0.0
4259,CRISTINA,SHARMA,F,cristina9@adventure-works.com,0.0
6287,FAITH,WOOD,F,faith2@adventure-works.com,0.0
12811,MELANIE,PRICE,F,melanie15@adventure-works.com,0.0
11551,LOGAN,ROBINSON,M,logan70@adventure-works.com,0.0
4315,CYNTHIA,MADAN,F,cynthia12@adventure-works.com,0.0
14489,RACHEL,WASHINGTON,F,rachel61@adventure-works.com,0.0
8365,JASMINE,WARD,F,jasmine31@adventure-works.com,0.0
14476,RACHEL,ROBINSON,F,rachel21@adventure-works.com,0.0
4227,CRAIG,ALONSO,M,craig9@adventure-works.com,0.0
8355,JASMINE,ROSS,F,jasmine44@adventure-works.com,0.0
8354,JASMINE,ROGERS,F,jasmine23@adventure-works.com,0.0
12822,MELANIE,STEWART,F,melanie46@adventure-works.com,0.0
8353,JASMINE,RODRIGUEZ,F,jasmine17@adventure-works.com,0.0
14458,RACHEL,LEE,F,rachel25@adventure-works.com,0.0
